,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
0,MartinHafer,A delight...even if some of the songs really make very little sense.,9,15 November 2009,"THE WIZARD OF OZ is a great film, so please don't be offended and think I hate it--I don't, and have seen it perhaps a dozen times or more. It is truly a classic. However, the last time I saw it, I was surprised because now that I am middle-aged, I finally really listened to some of the songs. While some, such as ""Over the Rainbow"" were amazingly sublime, a few surprised me because they had great music but the lyrics were, well, nonsense. Try listening to some of the songs and you might notice that the lyrics, while memorable, are a bit silly. Really...and this is the only reason I can't give this film a 10.However, despite this minor complaint, what else is there about the film that could be improved? Judy Garland is perfect and at her best. The cinematography, costumes, sets and everything about the film is first-rate--even if the story, at times, diverges greatly from Frank Baum's original tale. A film that you must see if you haven't. Just try NOT to pay attention to lyrics in songs like ""We're Off to See the Wizard"" and ""If I Only Had a Brain"". It might give you a headache. Here are a couple examples:""You'll find he is a whiz of a Wiz! If ever a Wiz! there was. If ever oh ever a Wiz! there was The Wizard of Oz is one because...""""I would dance and be merry, life would be a ding-a-derry, If I only had a brain.""Oh, and one other problem. At the end of the film, there is no resolution with Miss Gulch and you can assume she STILL is going to have Toto put down!",The Wizard of Oz
1,TheLittleSongbird,My childhood favourite!,10,12 February 2009,"I am 16, and I still love this movie. I grew up watching this, Chitty Chitty Bang Bang and Meet Me in Saint Louis, and I never tire of them. Judy Garland is wonderful as Dorothy, bringing a sense of vulnerability and sadness to the role, making Over The Rainbow more poignant than it already was. Ray Bolger, Jack Haley and Bert Lahr are really entertaining as her three friends. Billie Burke as Glinda, and the Munchkins were great fun too. The wicked witch of the west scared the life out of me here and still does, and even Frank Morgan does 5 roles to great comical effect. The songs are just fabulous, and so is the cinematography and the stunning scenery. True, the film isn't completely faithful to the book, but why does it have to be? If I had one minor drawback, it would be the singing voice of the Lion, but apart from that, this movie is a must-see! 10/10. Bethany Cox",The Wizard of Oz
2,bkoganbing,A Whiz Of A Wiz If Ever A Wiz There Was,10,16 March 2009,"When you've got a classic film that several generations of fans eagerly look forward to seeing televised every year, what critics say doesn't really matter. Several generations of the movie going public have made their voices heard loud and clear. It doesn't even matter that not one member of the cast is still with us to occasionally promote the film. It's reputation precedes it.What lucky accidents for two performers in the celebrated cast. First Judy Garland got her break because Darryl Zanuck would not loan Shirley Temple out at any price. She was just making more money for hi studio than anyone else in Hollywood and he wasn't going to cut Louis. B. Mayer in for a dime.However when MGM contract player Buddy Ebsen had a toxic allergic reaction to that Tin Man makeup paint, there was Zanuck happy to loan Jack Haley to MGM for what turned out to be his career role. In fact all seven of the stars, Judy Garland and her adult co-stars all got the roles they are most identified with. Tell me another film that can claim that?Back at the turn of the last century L. Frank Baum adapted his Oz stories to the Broadway stage in 1903. Baum wrote the play and also most of the song lyrics, none of which had any staying power. The great vaudeville team of David Montgomery and Fred Stone starred on Broadway for 293 performances. Stone played the Scarecrow and I could see him doing it, though not quite the same as Ray Bolger, Stone played all kinds of rustics when he later went to Hollywood. Montgomery played a character name I had not heard of, in fact if you look down a cast list on the Internet Broadway Database, you'll see a ton of characters you wouldn't be familiar with unless you read all the Baum Oz stories.MGM simplified and cut away a lot to bring what nearly all moviegoers on the planet are familiar with today. Included is new music which brought for The Wizard Of Oz it's two Oscars, for MGM house composer Herbert Stothart one for best musical scoring and for Harold Arlen and E.Y. Harburg for Over The Rainbow, Best Song of 1939.That song almost didn't make the picture. In his infinite wisdom Louis B. Mayer pronounced the number as too much for a juvenile like Judy Garland, it belonged to someone like Nelson Eddy. Director Victor Fleming insisted it be kept in and the result was an Oscar and a song that Judy Garland could never do a live performance without. Though her voice and persona changed from winsome juvenile to the greatest female singing star ever, Over The Rainbow adapted itself over the years to her aging. Judy's now over that rainbow for many years as are Ray Bolger, Jack Haley, Bert Lahr as the Cowardly Lion, Billie Burke as Glinda the Good Witch. Margaret Hamilton who scares the waste product out anybody as the Wicked Witch of the West. Kids even now when first seeing her have nightmares, I can speak from first hand experience there. We can't leave out traveling medicine showman and the title character Frank Morgan. To think all these people in one film got their career roles.For their time the special effects were breathtaking, from the tornado that took Dorothy Gale and her house over the rainbow to the mystical land of Oz. The camera work of Hal Rosson and the imagination of Buddy Gillespie in the MGM special effects department hold our rapt attention to this day.Back when she was starting the terrible twos, my niece Tara got to see The Wizard Of Oz for the first time. At that point for the next three years it became her ultimate babysitting tool. You sat her in front of the television, plopped in The Wizard Of Oz and just left her alone. She wouldn't move, but it got so bad that her parents and both grandmothers just got totally Wizarded out and couldn't look at the film for years.Knowing there's a Tara out there as I write this who is getting her first exposure to the Wizard Of Oz, this review is dedicated to her and all the youngsters like her and untold millions that will follow.",The Wizard of Oz
3,Leofwine_draca,A perennial favourite and a visual masterpiece,9,13 January 2012,"The epitome of easy viewing and quite possibly the most colourful film ever made: THE WIZARD OF OZ is one of those old-time films that never seem to age, and indeed become more and more loved as the years go by. I'm not a huge fan of musicals, but the tunes in OZ are very nice: from the jaunty ('Follow the Yellow Brick Road') to the moving '(Somewhere Over the Rainbow') and everything in between. Judy Garland is excellent as Dorothy, as are the rest of the supporting cast - including the ever-loyal and ever-lovable Toto.If there's a complaint, it may be that the Wicked Witch of the West wasn't quite wicked enough for this viewer, at least not enough to make her deserve her quite horrible fate! Otherwise this is a technically skilful slice of that entirely rare beast, an American fantasy. The doubling of actors for their Earthly and Oz counterparts is a clever idea, and the glorious transformation from mundane black and white to full-blown colour is very well handled. The sheer amount of world-building and SFX included here make this one of the most visually impressive films of the 20th century, and perhaps the first of the Hollywood effects extravaganzas that are now so commonplace.",The Wizard of Oz
4,SnoopyStyle,Iconic American Cinema,10,5 October 2013,"This is a definite 10/10. It is movie history. I don't know why anybody would rate it any less. Based on L. Frank Baum stories, Dorothy (Judy Garland) and her dog Toto are swept up to the land of Oz by a tornado. Together with the Cowardly Lion, the Tin Man, and the Scarecrow, they must follow the yellow brick road to find the Wizard of Oz while being hounded by the Wicked Witch of the West.The colorful visual Technicolor is the best of the day. The iconic songs, and the fun amazing story are just some of what makes this movie great. Not only is it a great movie, it's influences stretches far and wide beyond just a film. It's a cultural standard like Homer or Shakespeare.",The Wizard of Oz
5,Hitchcoc,"Love, Heart, and Courage",10,9 March 2006,"It may be pointless to try to add to comments on one of those rare films that transcends virtually all others. I've been told that the audiences gasped when Dorothy walks out of the house and everything is in color. It is a transition to a magic place, made possible by cinematography. Growing up, we got one chance a year to see this. It became the highlight of an evening. It was usually on a Sunday night. The individual characterizations and incredible songs are the stuff that dreams are made of. I'm especially fond of Jack Haley's Tin Man. When he sings his song and then pounds his chest, finally releasing steam from his hat (a funnel) it's amazing. Those flying monkeys haunted me for years. Someone had a nightmare some time before dreaming those guys up. The amazing thing is that there is hardly a person who couldn't sit down and run through the plot of this. Some of my friends who grew up with kind of a harsh view of life, have no problem watching this. if you've been on Mars for the last 55 years, I hope one of your first tasks upon return to earth is to watch this movie.",The Wizard of Oz
6,mark.waltz,"Click your heels, fly out of Kansas, and go where nobody mourns the wicked.",10,20 August 2014,"For my 2000th review, I felt it would be appropriate to visit the film that I saw 20 times by the time I was 20. Between countless network T.V. viewings (on my grandparent's old T.V. where everything was green, even the black and white Kansas sequences), several big screen visits, hundreds of playings of it at the video store I worked at for 10 years and numerous video covers and different DVD releases, this film has never escaped our culture, and thus my life. My favorite VHS cover was the one in red which focused on the witch and her crystal ball, but that was out of print almost immediately after its release, while the one copy I owned was the blue ""50th Anniversary"" special edition which came with a ton of extras.While throughout grade school, I was obsessed, not only with the film, but the book too, I made a point of seeing it every time network T.V. aired it. When I first discovered it on video, I was thrilled to be able to see it without commercials and certainly without edits. I was also surprised to find out how much was edited from the film, and like Angela Lansbury quoted about the film in her documentary on its filming, ""How long is too long?"". Certainly, I would have loved to see the filmed footage of ""The Jitterbug"" rather than the home movies, but it is obvious from what I have seen that it takes away from the flow of the completed film. What would have been more interesting was the lavish sequence (seen briefly in one of the re-release trailers) of Dorothy and her friend's return from the witches' castle.Of course, the star-making performance of Judy Garland is the heart and soul of this breathtaking fantasy, often imitated but never surpassed. She's a bit busty for the role of the pre-teen Dorothy, but her sincerity is magnetic. There was a genius behind all her madness and as sorry as you can feel for her because of all her woes, you can't feel sorry for the artist who to this day strikes a cord in non-fans, not to mention those of us who consider her the single greatest female performer of all times.There's no better supporting cast (although much of the roles were initially mentioned for other actors), with Ray Bolger an absolute rubbery delight as the Scarecrow, Jack Haley tender and gentle to the max as the Tin Man, and Bert Lahr a blubbering gem as the Cowardly Lion. No good witch was more glamorous than Billie Burke's Glinda (even all the blonde starlets in Broadway's ""Wicked""), and for pure fright, no wicked witch was scarier than Margaret Hamilton's. I became a huge fan of this wonderful character actress as a child, and to this day, I delight in finding works of hers I hadn't seen yet. Hamilton's Miss Gulch reminds me of the delightfully nosy neighbors of my childhood, and to see her in the same outfit the year later sticking her nose up to W.C. Fields' in ""My Little Chickadee"" was a comic treat.While Fields was mentioned as a candidate for the role of the wizard, it was Frank Morgan, a stuttering gem of a comical character actor who ended up with the role. He appears in an assortment of other roles, beginning in the Kansas sequence, and later as the doorman of Oz and the doorman to the wizard, all disguised to make you think that he's actually another character, which is doubtful. Hamilton obviously is not only Miss Gulch and the Western Witch, but in the brief guise of the Eastern Witch as well. Of course, in ""Wicked"", Nessarose is a lot more beautiful than her sister, only made ugly in spirit by her change in character which didn't ring true.In smaller roles, Charley Grapewin and Clara Blandick as Uncle Henry and Auntie Em offer wise, if distant, support to Judy Garland's Dorothy, with Grapewin very funny as he reluctantly greets the Gulch Woman and Blandick downright hysterical as she tells her off. Toto is an adorable pooch, and I long for a spoof of him getting his revenge on Gulch by biting her in the tush before jumping out of the basket. So as I reflect in my journal of my journey down the yellow brick road, I must call it a lifetime of great and powerful entertainment where every character has become an important part of my child-like heart in my transition to find my own land of Oz.",The Wizard of Oz
7,classicsoncall,"""We must be over the rainbow""!",10,12 December 2010,"It's probably safe to say I've seen this film more than any other, hearkening back to my days as a kid in the late Fifties/early Sixties. Back then it was an annual staple on network TV, usually in the spring around Easter time, and every year my family would gather around the TV set to watch this familiar classic once again. The time eventually came when it stopped being shown, and like all good things coming to an end, it was something one had to deal with and get over. But times change, and with today's technology and availability, one can watch ""The Wizard of Oz"" just about any time you'd want to.Knowing the story while viewing with an adult's eye today, one is struck by the simple yet timeless message that's delivered by Dorothy and her friends. Even before embarking on their mission to save Dorothy from the Wicked Witch, the Tin Man had a heartfelt concern for rescuing her, the Scarecrow was already working on a plan, and the Lion somehow found the courage to go along. All three already had the one thing they most desired without realizing it - a wonderful lesson for young minds and young hearts to see demonstrated so effectively in such a charming and engaging story.As for Dorothy, she also came to realize that you can take the road home with the shoes you're wearing right now. Along the way, it was useful to learn that it's always best to start at the beginning, some people without brains do an awful lot of talking, only bad witches are ugly, and dogs can always spot a phony. And as we grow older and start to lose our innocence, it's best to heed the advice of the Wizard himself - pay no attention to that man behind the curtain.Since I'm in the habit of reading other viewers' comments of the films I've watched on this site, I fully expected to see some negative ones for ""The Wizard of Oz"". However the harshness of some of these reviews rises to the level of vitriol, and in a way that makes me sad. The world of 2010 isn't the world of 1939, this I understand. But it seems to me there must be something missing in ones's life to be unaffected by the charm and delight of the characters offered here. It leads me to believe that for some, there may have been no place like home to begin with.",The Wizard of Oz
8,gavin6942,An Essential Film in American History,9,7 September 2016,"Dorothy Gale (Judy Garland) is swept away to a magical land in a tornado and embarks on a quest to see the Wizard (Frank Morgan) who can help her return home.I should probably give the film a 10, but I always find it hard to give anything 100%, because surely it could always be better in some way. Right? But ""Wizard of Oz"" is about as perfect as films get, with such a memorable plot and songs that it has inspired children (and adults) for 80 years. Now, with the ""Wicked"" books (and musical), it seems relevant again, even if those books are not canon.What I find interesting is how simple some of the film is. The sets are very much stage sets and make no serious attempt at being ""real"". But they don't need to be. On the other hand, the makeup is amazing, the costumes beyond compare... and the flying monkeys are almost too lifelike!",The Wizard of Oz
9,lee_eisenberg,What more can you say about it?,10,27 May 2005,"Come on! You know what happens in ""The Wizard of Oz""! All that I can do is try to analyze it. Joseph Campbell always talked about the hero's journey, and ""TWOO"" is clearly that. Maybe Dorothy is a different kind of hero, but a hero nonetheless. Obviously, released as it was towards the end of the Depression and near the beginning of WWII, perhaps ""TWOO"" was a sign of new things to come.We can look at connections to other things. As many people know, Buddy Ebsen was originally cast as the Tin Man, but the makeup gave him an allergic reaction. If it hadn't, then think about it...Jed Clampett as the Tin Man! I suspect that some people might take offense at the negative portrayal of witches (as ""Bewitched"" showed, witches are hot!), but there were also good witches. And since Mary Ann on ""Gilligan's Island"" was based on Dorothy, we can read into it further: the Scarecrow has no brain, like Gilligan; the Tin Man has no heart, like Mr. Howell; the Lion has no courage, like both Mrs. Howell and Ginger (or do those two have courage?); the Wicked Witch of the West is a bully, like the Skipper; and the Wizard knows everything, like the Professor.That all reminds me. When I was in 6th grade, my class went to see a re-release of ""TWOO"". One of my classmates said that the Scarecrow, Tin Man and Lion would make good politicians, because the Tin Man has no heart, like Pat Buchanan; the Scarecrow has no brains, like Bob Dole; and the Lion has no courage, like Steve Forbes.Oh, well. Life goes on. I guess that the point is that ""The Wizard of Oz"" will always be there. It's a true classic in every sense of the word.",The Wizard of Oz
