,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
0,TheLittleSongbird,"Hardly an ugly duckling, lacking in too many areas to be considered a beauty",5,30 May 2017,"'Collateral Beauty' is one of those films that was critically derided, critical reception was not kind to it, but has garnered a more polarising reaction from people commenting on this site.Seeing 'Collateral Beauty' without any prejudice, despite having knowledge of its negative critical reception the cast is such a great one with plenty of talented names, to me it was nowhere near as bad as critics have made out. It is a hugely flawed film and many of the critics' criticisms are on point, but there are far worse films around and is not bad enough to be one of the year's worst, it is nowhere near either among the worst work of anybody in the cast (for example Will Smith has never done a worse film than 2013's 'After Earth'). There are some good points here, that can be recognised by me, but can people seriously start expressing their opinion without resorting to critic bashing, conspiracy theories or insulting anybody with a different opinion to theirs, it is getting incredibly annoying and has gotten way out of control in the past decade.The best thing about 'Collateral Beauty' is the cast. Will Smith is understated and stoic, but also charismatic and affecting. Helen Mirren seems to be really enjoying herself and provides a few fun quotes, while Kate Winslet, Michael Pena, Keira Knightley and Edward Norton make much of little. 'Collateral Beauty' is beautifully filmed, atmospherically lit and crisply edited, and the soundtrack is not too intrusive, nor is it too low-key to be non-descript.Some genuinely beautiful and touching moments too, though they don't come consistently and actually come too far and between.Unfortunately, 'Collateral Beauty' is hugely flawed. It is very muddled tonally, with what it was trying to be raising some question marks (basically a drama but it seemed to try and do other things too that didn't mesh), as a result of trying to do too much and not doing much with most of it. There are pacing issues here, due to some scenes going on for too long and a few of them being little more than filler the film does have a tendency to drag.It was very difficult to identity with the main character's plight properly, because the character is too mysterious to the extent that he is underdeveloped and one-note. Many of the other characters are also underwritten. The script is also unfocused and sees some horrendously stilted and forced dialogue with overdone emotional moments and jarring comedic touches. The ending leaves a sour taste in the mouth, it lays it on so thick with the platitudinous schmaltz that emotionally it feels manipulative, meanwhile the final twist is laughable.Overall, not as bad as it has been made out but hugely flawed and not a particularly good, let alone great, film. It does feel like this is going to be an unpopular review, like one going out on a limb, judging from the defensive and condescending tone of many of the positive reviews. 5/10 Bethany Cox",Collateral Beauty
1,SnoopyStyle,left me cold,4,21 October 2017,"Howard Inlet (Will Smith) has been a zombie since losing his daughter two years earlier. He spends all of his time putting up domino chains and knocking them down. His business partners Whit (Edward Norton), Claire (Kate Winslet), and Simon (Michael Peña) are concerned. They would like to sell the company but Howard owns 60%. Whit is divorced struggling to connect with his daughter. They recover a letter he wrote to Love, Time, and Death. Whit is taken with Amy (Keira Knightley) and follows her to her acting group. The partners come up with an idea for Amy and two of her acting friends Brigitte (Helen Mirren) and Raffi (Jacob Latimore) to portray Love, Time, and Death to 'gaslight' Howard.Will Smith is doing a depressed low energy guy. The three partners' motives are questionable at best. The three actors are acting obsessed and callous. I can't attach to anybody. It all leaves me cold and then there is a final twist reveal. The twist only accentuates how fake and artificial the story had been. It is all contrived and manufactured emotions. The only way to truly do this is to follow Howard's point of view. At least, that has a chance for the audience to empathize with him. The audience can discover the hiring of the three actors along with Howard. The twist reveal could be truly shocking and the movie can even do a double twist if it wishes. Despite the stellar cast, this is a sad, tiresome watch.",Collateral Beauty
2,Horst_In_Translation,Neither beautiful nor ugly I would say,4,21 May 2017,"""Collateral Beauty"" is an American movie from 2016 that runs for roughly 95 minutes and was directed by short film Oscar winner David Frankel. If you take a look at the cast here (Smith, Winslet, Norton, Mirren, Knightley...) you have a bunch of actors who can carry a strong script alone on their shoulders. But sadly this is exactly what even five of them need: a strong script. And while there are some okay moments here, I would not necessarily say that the screenplay is really on a level here where it is good enough to really make for a good, let alone great, movie. It is an ultimate sob story I would say because every character here has basically one factor that makes their life tragic for whatever reason. Be it terminal cancer, the impossibility to become a mother, a bad father-child relationship - you name it. And then there is of course the central character played by Smith who is fighting his inner demons here as the father of a deceased girl who has stopped being part of the outside world and just lives life for himself. So his friends, played by some of the actors I mentioned, try to find ideas how to help him. They know that Smith's character writers letters to recipients like death, time etc. so what is their idea? Have these phenomenons respond to him. This is maybe the worst component of the entire movie action-wise. Imagine you have a dear friend who is emotionally very unstable since losing a loved one. What do you do? You send a woman disguised as death to him and pretend nobody except him can see her. Honestly, I would have expected the poor guy to completely go insane, but the somewhat bizarre result of it all is that for whatever reason he goes to a group of parents who lost their children to talk about it. Doesn't make sense to be honest.Completely aside from the protagonist, these struggles for the supporting players emotion-wise felt rushed in and just for the sake of it, so that every audience member should be so deeply affected by at least one of the bunch, perhaps through personal experience. It's a bit on the cheap side I must say. And what was it with these characters disappearing on the bridge at the very end? Does it mean they never existed? Or was it just for the sake of effects? I have no idea, but it sure was a bit on the pretentious side. So overall, this was really a missed opportunity, but honestly can you be surprised? After all, here we have the writer from stuff like ""Just Go with It"" and some other fairly weak romantic comedies, so from that perspective one must perhaps say that the expectations were fulfilled with this 2016 movies. The title is also a bit on the pretentious side and the way it was included was in theory not bad, but the crucial scene at the very end mostly including Mirren's character was not half as effective as it could have been unfortunately with the decent build-up. Quite a pity and also there are more than just a few moments that felt random and unrealistic. So yeah, I would not say this film is a trainwreck like many do, but it is also nowhere near the level it could have been. Just another pretty forgettable 2016 movie and definitely a wasted opportunity looking at the cast. Pure Oscar bait for Smith too and maybe one or two supporting players that did not work out at all. I have to give it a thumbs-down. Not recommended.",Collateral Beauty
3,Prismark10,Concussion,2,1 March 2017,"Will Smith might had got away with it in the film Seven Pounds but he had no need to return to this well again for Collateral Beauty.The film has a Twilight Zone type reveal at the end, by which point the film has fallen of the cliff.Will Smith plays Howard a charismatic advertising agency boss who we see giving his staff an inspirational pep talk at the start of the film.We then go forward three years later where Howard is in the dark depths of depression after the death of his six year old daughter. His business is going down the drain as lucrative ad contracts are getting terminated and his partners are worried. They include Whit (Ed Norton) Claire (Kate Winslet) and Simon (Michael Pena) who all have been waiting patiently for Howard to snap out of it and all tried to help out in whatever ways they could. They also have problems of their own such as Whit having been through a messy divorce has a daughter who does not want know him and Simon facing a serious illness.The three executives hatch a bizarre elaborate plan by calling in a private investigator to at least salvage the future of the company somehow. They then get actors from a theatrical company to bother Howard by portraying the spirits of love, death and time after they discovered some letters Howard has written to these existential beings.So these three actors now pop out of nowhere to talk to Howard, the private investigator films them and even makes out that no one else can see these beings and that Howard is talking to himself.Strangely the actors playing the spirit help resolve issues that the executives who hired them have. Such as Helen Mirren who portrays the spirit of death brings solace to Simon as we see his health deteriorating.There is also a ludicrous side plot where Howard finally goes to a bereavement group meeting and gets to talk to Naomie Harris who runs it and she seems to have success in getting through to Howard, however the viewer might be left with a feeling of drowning in treacle with this particular story.The film is mawkish, sentimental rubbish with an all star cast. If I was Simon facing death myself and unable to leave something to my family because the business could collapse as my fellow partner cannot move on from the death of his daughter. I would had given Howard a left hook.",Collateral Beauty
4,nogodnomasters,I'm gifting you,10,8 August 2017,"Howard (Will Smith) owns 60% of an ad agency. When his daughter dies, Howard goes off the deep end for years causing the agency to lose accounts. With the agency is about to fail, a generous buyout is on the table. However, Howard won't discuss the matter. Three employees develop a plan of competency for Howard, while at the same time give him shock therapy by having actors visit Howard as Death (Helen Mirren), Time (Jacob Latimore) and Love (Keira Knightley) like the ghosts that visited Scrooge. What makes the film clever is that each of the three employees have serious issues themselves with death, time, and love.The film deals with the grief of a lost child so it is guaranteed to be a tear-jerker. I had initially thought the film should be 4 stars until I watched the double twists or surprises at the end which I admit I thought were clever and changed the whole complexion of the film. Heart warming clever drama.Guide: No sex or nudity. I did hear Time utter a quick F-word",Collateral Beauty
5,kosmasp,Weird feel good (?) drama,6,3 July 2019,"Great cast and I would argue everyone is doing their best. The movie though has quite a few cliche traps - especially towards the end. Actually with an ending that ... well might break the movie for some watching. I'm guessing the negative reviews (at least some of them) had to do with that.Other than that, we have a Will Smith as a broken down person. With so many people around him that care, that you do wonder how and why he even needs more help. That is if you don't get that helping a person mentally is more than just difficult. But there is a selective ... view on things. That may make you question what you just witnessed (sorry for the puns, you might get them if you watch the movie). It also depends on if you can believe ""drama"" Will Smith - do you buy it when he is sad instead of happy go lucky? It's a tough sell and borderline at moments. He is a good actor overall but I would argue that he falls short in some critical moments. They are still good moments, because they are written well ... So overall decent and depending on your view on (after)life and other things you may like it more than others",Collateral Beauty
6,Sleepin_Dragon,"It doesn't get much love, but I thoroughly enjoyed it.",8,2 September 2019,"This kept reminding me of A Christmas Carol, with the central figure visited by three ghosts, our central figure, namely Will Smith, is visited by three beings, all sent, to turn his life around.I've not found a great deal of love for this film, and that surprises me, I very much enjoyed it. It had me moved to tears. The ending in particular hit hard.A great story, with some terrific performances, a terrific cast, including Helen Mirren and Kate Winslet. Despite the names, I must give full credit to Will Smith, the best performance I've seen from him to date, he had me choked up.",Collateral Beauty
7,lee_eisenberg,everyone needs to make a connection,6,7 August 2017,"I understand that the critics panned David Frankel's ""Collateral Beauty"". I didn't find it to be a great movie, but I didn't think that it was a bad one. I guess that the point that it was making is that social isolation can't be a lifestyle, even for an executive. Will Smith plays a role quite different from the ones with which we usually associate him (he probably wanted to show that he can be more than just the cool dude in action flicks).I found the characters played by Helen Mirren, Kate Winslet and Keira Knightley to be the most interesting ones in the movie. Naomie Harris played a good role here, but her performance wasn't as strong as in ""Moonlight"". Overall, I'd say that the cast did its best with the material that it got given.Basically, it's an OK movie. Not one that I'd recommend over anything else, though.PS: David Frankel also did ""The Devil Wears Prada"" and ""The Big Year"".",Collateral Beauty
8,Quinoa1984,one of the worst screenplays Hollywood has produced this century,1,26 December 2016,"Grief is crippling and grief can really take people to the woodshed who otherwise thought they were strong. A close family member of mine lost their father when still quite young (both she and the father), and it devastated her and changed the dynamic of the family. But what happened after this? What else could she do? She got back up, went back to work, and tried to move on with her life, with the grief always there in the background at the least. Maybe some people aren't so lucky. If one were to watch Collateral Beauty it would seem like the only logical thing to do when one's child dies is to become a zombie that has a penchant for reenacting the pastime of setting up dominoes to fall. Does it have some symbolic relevance? Who cares? Doesn't it look SYMBOLY, though? F*** this movie.This is what some Hollywood hack - who seems to have a thing for writing the lessor vehicles for Jennifer Aniston, Sandler and Kevin James (and what does that tell you) - think is ""deep"". This is not at all what the trailer said it was, but, frankly, I knew that going in. I read a few reviews and I knew that there could be, or would be, something revolting in the execution of the story of what is essentially a gas-lighting: three 'friends' of a man who really needs to be committed to a mental hospital (and I don't mean that in a bad way, sometimes people really do need many years of therapy) decide to hire actors so that their boss/co-founder of this ad firm, played by Smith, can be declared incompetent so that the business can keep going on without him.What I had hoped for was, also frankly, that perhaps the performances could liven things up or that maybe there could be some genuine levity or humor to off-set the major tragedy going on inside this protagonist (ala Manchester by the Sea, which was already a tremendous work of art and now, compared to this, is like the deepest, darkest, most meaningful Ingmar Bergman film compared to this). Nope. This is grief porn. This is a filmmaker taking what is most offensively a LAZY script - the proof of this is that we don't get to know Howard really at all, to actually be *shown* it, before it cuts ahead to him being the Griefing Dead, and instead are told this over and over by Norton, Winslet and Pena to other people and to themselves - and trying to make it ""mean"" something through the magic of clichéd music and terrible ""characterizations"" for the actors who really are the stars more than Smith (this may also be the writing too, it's honestly such a horrible script that had I been a reader for it I would've used it for the old 'poop on fire on a porch' gag - actually, that's offensive to poop).This premise doesn't make much sense, nor how it's executed. How do other people not see the other actors around Howard (there's supposed to be one exception when the P.I. following Howard, who also discovers these letters written to the abstract concepts)? Why would they show the video of Howard ""talking to himself"" in front of other board members, or even just one, and not worry about, gee, I don't know, being found out as frauds pulling a con game on their partner and friend, and not even a good one? But more than this is that every time ""Death"", ""Time"" and ""Love"" come to confront Howard, everything they say is so saccharine and lame and the kind of words that make Hallmark cards rip themselves up with scissors.I wish I could even point to one thing here that I liked. Mirren I suppose isn't terrible, and Smith, Dog bless him, is trying to bring something to a character that is, even by the end, just a walking dry-mop of a man (until the inevitable break through of course). It might just be saccharine and forgettable if not for how aggressively terrible it is in every department of its storytelling: poorly/under-developed characters, actors who should know better (Kate Winslet, shame on you!), and taking a premise that could be a twisted thriller or even a horror movie of sorts in other hands and instead force us to like characters who are both understandable in their terribleness (sure, I'd want my boss/partner out too if he did nothing all day, dead child be damned, and if my job was on the line) and yet still terrible all the same.It's morally bankrupt in how it wants to come sit at the grief table, but doesn't do the actual dramatic work of earning the sentiment. It takes what actually happens to people who are grieving and in pain and makes it into something that is some kind of distraction or abstraction - my grief isn't like Will Smith's, after all, he can live comfortably and healthy despite his numerous responsibilities, and we don't need to really get to know his co-workers or anyone past their surface-level problems or issues. And on top of everything else, after not one but two wretched 'twists' near the end that aren't since you can see them coming ten miles away, it tries to shoehorn in Christmas and the holidays too because, sure, throw more kindling to this monstrous dumpster fire.As the New York Times' Vincent Canby was fond of saying of Heaven's Gate: AN UNQUALIFIED DISASTER!",Collateral Beauty
9,studioAT,"Well intentioned, but misses the mark",3,25 June 2017,"This film is to its credit trying to do an awful lot of things, and it's got a nice objective of trying to be a modern Christmas fable.Ssdly though despite the best efforts of a seemingly endless list of big name actors, the film starts slowly, and is then playing catch up in terms of trying to regain the audience's attention after that.It's all a bit overly sentimental, it's all a bit slow, and for those reasons I didn't really get into this film, despite me really wanting to.I understand that the critics had a field day being negative about it, and that's a shame, because it's a well intentioned film.",Collateral Beauty
